A Transmission Angle,B Transmission Angle,Beta_2_A,Beta_3_A,Beta_2_B,Beta_3_B,W_A_x,W_A_y,Z_A_x,Z_A_y,W_B_x,W_B_y,Z_B_x,Z_B_y,mag_W_A,mag_Z_A,mag_W_B,mag_Z_B,A Trans pos 2,B Trans pos 2,A Trans pos 3,B Trans pos 3
0.41936129223332097,0.9984639176971974,0.762799748855869,3.014562586114648,1.1691447706051774,1.5617042897050237,4.448220170161053,-0.022262469100305486,2.0147665241152852,4.4592280680851255,7.961607168401469,5.817510233174586,-1.684095338199109,-4.375268186377435,4.448275879456902,4.893260580624517,9.8605585043157,4.688192488675189,0.13356722649099684,0.877912961690213,2.8628521470954245,0.007831359244718339
1.0539910063572058,0.5291171306307481,0.5744618888894406,1.1963502059921072,1.1745052979991872,2.7255588934867703,6.024195252170478,7.961014736910766,0.9142639372903418,0.3932526532961241,5.0913134724897775,0.17873124869122262,1.078630344511312,2.0027626305832547,9.98342045982156,0.995251825596959,5.094449698879619,2.27475307991029,0.5798590806484532,0.6550286140317418,1.6792694810967683,2.683604292864974
0.6739890536420292,0.6987338438724876,0.7343164486458913,1.3636188142839676,0.8877257416790523,3.0382948895900372,6.4058822899214505,6.652862601571074,0.002762084182220684,-0.0210745293123524,4.507030710806834,-0.23064567529737906,2.852309599302942,3.0625794434857725,9.235578417603975,0.02125476169630876,4.512928456743952,4.1851001060831665,0.9882664195943311,0.5378657709533468,0.11855802938939375,3.1659570022099803
0.13483570165222125,0.9495150917054045,1.1795779013836674,3.1378570461595308,1.2163478434829194,1.7089909623547488,4.558598798237526,-0.7980992229987699,0.17422957293122665,4.5251749727603165,7.540543400109367,4.613095276716597,-1.4449454696873234,-3.413006635536145,4.627935325071414,4.528527848890866,8.839708298411091,3.7062759887228682,0.0038516148667468997,0.7817610628206784,2.4319496132547647,0.18840413939679967
1.0381959733119892,1.141407959564839,0.24076004369315407,2.8082208358649967,0.30965832907350577,3.1153926131014757,4.283175897936032,1.05285663787537,4.242065290898641,4.1434095824731765,4.307093899504899,0.29703648221753465,5.419846617985791,2.94852864354421,4.410680545287582,5.929836498620979,4.31732423277665,6.169972327676412,0.23036220240695005,0.4024724740401515,3.2753450779244413,3.68572884141377
1.379165703143793,0.696723824458483,0.4502103860494355,1.3350127084900165,1.1239341264313718,2.089106694817951,5.14911249654788,6.431509565497132,2.2470076287595155,1.908256424186643,6.076487961081889,2.340034764195991,0.32063678479589275,-0.1778719221232607,8.238790857473361,2.947963002507503,6.5114874367396975,0.36666929029313455,0.7807822745950352,0.7720641362916616,2.143106680381265,2.2147587880238895
1.065970382841575,0.9495150917054045,0.006259410502935092,3.1378570461595308,1.2163478434829194,1.7089909623547488,4.299221947811801,0.6192861861740062,5.260896583796397,3.981852528080902,7.540543400109367,4.613095276716597,-1.4449454696873234,-3.413006635536145,4.343595830292299,6.597892271080581,8.839708298411091,3.7062759887228682,0.023635978746316733,0.7817610628206784,3.632755697748561,0.18840413939679967
0.7968434523352237,1.2438228986591227,0.3146574907585241,3.140458833065853,0.3294720964013565,2.908154992700899,4.291467088712009,0.2424892781261191,4.005177194386664,4.382892581147108,4.327974738375392,0.7223253979258135,5.279772042736834,2.832098559955104,4.298312555352909,5.937271404972944,4.387837658403536,5.991391747880058,0.06290712849555469,0.5247011804622859,3.3662305541485322,3.580906160107477
1.220751768127374,1.4566601902474758,0.0012022684763395271,2.8368376987916624,1.4082525637536736,2.413472767297042,4.20634449130673,1.2779048402536193,5.280992468832805,3.9730248908419834,6.071365601372372,0.9284368058587704,-0.8198122253457899,-0.03084678265668334,4.396177289451609,6.608616212121775,6.141943924198668,0.8203923505413034,0.17336022200552037,1.097001441091996,3.486517735666492,0.3857408457970215
1.514887379444216,1.2957589649989432,1.4979520248891829,2.086154027681675,1.7709545745476525,2.9281872550855863,7.255113119179348,2.4131803098719242,-3.6025042663063016,-1.426433742290914,5.604247526434577,-1.0187188224193817,-1.9747129548047766,0.9657356340327566,7.645920845787107,3.874629041585938,5.696084477665303,2.1982121300535264,1.0655291691532263,0.5733982050494841,0.0001949169849142507,1.0613565588340985
